adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/iX2gk9J96Ut4KzOftsIIMUmY6GB.jpg,"[18, 10751]",1616817,ta,சிக்கலான குடும்பத்தின் உறுப்பினர்கள்,"A man dies young. Funeral rites – yes; mourning – not so much. A death that stirs and shakes things up. A film that shows the violence of family relationships with uncanny subtlety and verve, the pendulum of void and solace.",0.1293,/nGSxYOikhHaG6LYwk2zVzDz1nyj.jpg,2026-02-18,Members of the Problematic Family,False,0.0,0
False,/uBJgJ5TNFRMmz822XVVSYC6t5BW.jpg,"[35, 80]",1625022,nl,Bad Slippers,,0.138,/vEjhSzdvUJocaaj6kqQn8ZYbmB8.jpg,2026-02-19,Bad Slippers,False,0.0,0
False,/mu7EI78v9756qeffuZizbuvfYrp.jpg,"[18, 16]",1601885,zh,寒夜灯柱,The future. Winter. Space travel is no longer a dream. A lonely janitor tends the grounds of a dilapidated bankrupt film studio with only a former cat actor for company until he embarks on a romantic journey with a female player in a beautiful virtual world.,0.1545,/taet4dtOhKE4LZImCxPZuzeQwmb.jpg,2026-02-14,Light Pillar,False,0.0,0
False,,"[28, 12]",1513730,ru,Гуантанамера,"The adventure action film centers on a famous extreme sports blogger who, having arrived in Cuba, finds herself involved in the mysterious story of a document that disappeared many years ago, according to which America was supposed to return the Guantanamo base to Cuba. Both the special services and a serious businessman have been hunting for it for a long time. However, only her grandfather, former intelligence officer Leo Voronov, a retired KGB general, with whom she does not communicate, knows where this document is. In parallel with the action in our time, the film will also tell about the adventures of Voronov shortly before the Cuban Revolution in 1958.",0.1403,/rkvlpadRLVdheycsmE6UUInIZlu.jpg,2026-02-19,Guantanamera,False,0.0,0
False,/tKRdWkQv5QlWqjFM3jeRZPTGFw8.jpg,[18],795771,sr,Келти,"Belgrade in 1993. The pent-up tension of uncertain times is released at a children’s birthday party. While the kids celebrate in the living room dressed up as Ninja Turtles, the adults discuss, flirt, smoke and drink in the kitchen.",0.1619,/lY88luzoVooCrjjVphUa47z4JUR.jpg,2022-01-22,Celts,False,5.3,10
False,,"[99, 9648]",1504776,de,Wounded Edges,"In July 2022, a forest fire broke out on Monte Gambarogno in Ticino, Switzerland. Wound Edges is my emotional response to this landscape, filmed on 16mm and hand-developed with the forest’s ashes. Each frame carries physical traces of the land’s memory, blending destruction with resilience. The soundscape—field recordings, burned wood, contact microphones on trees, and the presence of fire—echoes the forest’s wounds. A reflection on human impact, impermanence, and the haunting beauty of transformation.",0.1874,/8oU5iaboHl7VBHK4LCbIloJc9GG.jpg,2026-02-28,Wounded Edges,False,0.0,0
False,/3JjZXK3vspVqMTbm7dlPZwFCPCg.jpg,"[27, 10749, 14, 80, 18]",1618092,fr,ADDICT,,0.4332,/qlm1Ld7zKQ3sJWg18CKMasWSp0b.jpg,2026-03-01,ADDICT,False,0.0,0
False,/dM1qyDjNew2TVyjgpobbx7ADZ7d.jpg,"[18, 14]",1472684,ro,Atlasul universului,"After mistakenly buying two right-footed shoes, a ten-year-old boy sets off across the countryside to find the missing left one. An unexpected journey of courage, friendship and self-discovery.",0.21,/tRQujz7jD8VPAG8C8cCgmEAfhrr.jpg,2026-02-14,Atlas of the Universe,False,0.0,0
False,,"[18, 10751]",1550357,id,Titip Bunda di Surga-Mu,"Three siblings (Alya, Adam, and Azzam) desperate for money decide to rob their mother's savings. They consider it as taking the inheritance first. Their mother is devastated, and the siblings pretend to care by taking turns accompanying her. While they're together, a big secret is revealed, forcing them to decide whether to admit their mistakes before it's too late.",0.2029,/aM1oMyRlNT7zSDW4qg7GyKbinZ7.jpg,2026-02-26,Titip Bunda di Surga-Mu,False,0.0,0
False,/f3gQMTexpoSTKydzf1r9NMXdruV.jpg,"[18, 10402]",1131684,it,La vita accanto,"In Vicenza, a beautiful Italian art city, a young wealthy couple joyfully welcomes the birth of a long-awaited daughter in the early 1980s. But the child’s face is disfigured by a red birthmark that covers half her face. This spot haunts the mother to the point that she rejects her responsibilities as a mother. The child’s aunt, a famous concert pianist, takes over her education, thus discovering her exceptional musical talent.",0.1899,/iVWRgIAZdEyTo2HJROyekk6J40C.jpg,2024-08-22,The Life Apart,False,5.726,42
False,/iXzeOojRNWGCqHrN6vOtta19hot.jpg,"[18, 10749, 35]",1622242,pt,The Brainrotter,,0.1232,/lKiVG24kYoxLAowbrpjchxuqX9a.jpg,2026-02-20,The Brainrotter,False,0.0,0
False,,[],1624534,en,Little Feat: The Documentary,"The focus of this documentary is on the work, telling our story from our self-titled debut through our most recent records and tours. It’s a tale about the grind, the craft, and the alchemy…and how we’ve managed to keep this thing going for more than a half century!",0.1083,/4zF7h00f1Qh0SuINmFWauzr2EPO.jpg,2026-02-21,Little Feat: The Documentary,False,0.0,0
False,/58BNeI3fxJYwJbo9x4gZNsswj6f.jpg,[18],1550740,it,Domani interrogo,A story set in a school on the outskirts of Rome.,0.1588,/hiqjGnMxJ5Or1SYmJjsQAssM3Ut.jpg,2026-02-19,Domani interrogo,False,0.0,0
False,,[35],1511732,ru,"Человек, который смеётся","Dmitriy is a popular actor, a star of action films. The public loves him for his image of a macho with an impenetrable face. One day, Dmitriy receives an offer from a stern but very rich businessman from Siberia, Sergey, to star in a crime drama about the 90s in the lead role of a cold-blooded killer. Sergey offers Dmitriy's agent a fee 10 times higher than usual. They agree. During the filming, Dmitriy is accidentally wounded by a shot. After a simple operation, he is ready to return to the frame, but faces an unexpected side effect: now he constantly smiles, and any emotions are expressed with laughter. Dmitriy has no chance to stop filming and ""upset"" Sergey, who clearly knows firsthand what he is making a movie about.",0.2454,/kcN4Ff26itIwqvUbVS9ENGcd9Rq.jpg,2026-02-26,"Человек, который смеётся",False,0.0,0
False,/A12C5ny3IFvtmwMMl5yeQdDdQl.jpg,[53],1623742,en,Wreckage,"A teen flees her controlling mother, only to face abuse in a new relationship, forcing her to choose between escape or freedom.",0.0816,/ooVUXAmV8QByrATzzNab5W7abUf.jpg,2026-02-28,Wreckage,False,0.0,0
False,/xHIDsbhOHZiogCDfH9TtashXGO.jpg,[99],1568542,fr,Un été à la ferme - L'âge d'or,,0.4858,/2k5v0nmqEEwrXmxEcN3RWKOuwvn.jpg,2026-02-25,Un été à la ferme - L'âge d'or,False,0.0,0
False,,"[10749, 10402]",1621710,en,La Bohème,"In present day East End, an aspiring novelist falls in love with a Ukrainian cleaner whilst his best friend attempts to rekindle his romance with a social climbing sex bomb.",0.4473,/9lRy4NHvBPiak5X52IuuWkZDbqq.jpg,2026-02-27,La Bohème,False,0.0,0
False,,[16],1614682,xx,Flim Flam,"A visual and acoustic reflection about perception, deception, truth and the medium of film itself. Between visibility, irritation, structure and dissolution, a space arises for one’s own vision. An experimental film that wants to be experienced.",0.1109,,2026-02-14,Flim Flam,False,0.0,0
False,,[],1623332,en,Casa Pura,"Joaquín is a man who, in the aftermath of Hurricane Maria, fights to save Casa Pura, the boutique hotel that once stood as his greatest pride. That fragile stability is threatened when his sister-in-law returns to the island with a buyer—and unexpectedly, a long-lost will that could change everything. From that moment on, a race against time begins to protect not just a property, but the emotional and family legacy that still holds him together.",0.1697,/1lSJJ1NPXpBCji1eqi76xUM8RbK.jpg,2026-02-12,Casa Pura,False,0.0,0
False,/rtnCXdq1B1jjtw8pwD4cwgUKLsL.jpg,"[99, 18]",1400378,ar,Chroniques des années de siège,"When their city is placed under siege, the lives of a group of ordinary people are turned upside down, forcing each of them to confront impossible choices in pursuit of what they believe is survival in a war zone.",0.1195,/4EpKC0cqNyEQFkVIiagvsxuM80F.jpg,2026-02-15,Chronicles from the Siege,False,0.0,0
False,/tN7DbJQbfHelNnbTvj6moq9DFsS.jpg,[35],1622032,en,Sommore: Chandelier Fly,"Get ready for comedic royalty as the Undisputed Queen of Comedy, Sommore, returns to Detroit for her 7th special, performing up close and personal at the Garden Theatre, recorded on June 28th.",0.1556,,2026-02-17,Sommore: Chandelier Fly,False,0.0,0
False,/8imHEnB6kTNgK1TYPC3Rsnv7xke.jpg,[35],1617908,en,Taylor Tomlinson: Prodigal Daughter,"This is Taylor Tomlinson's fourth Netflix special, following Quarter-Life Crisis (2020), Look At You (2022), and Have It All (2024).",0.154,,2026-02-24,Taylor Tomlinson: Prodigal Daughter,False,0.0,0
False,/Ae8sTsxiSwQFwRGcddRvEs05BOb.jpg,[99],1563571,ne,अलविदा बहिनीहरू,"The journey begins in vibrant, spiritual yet harsh Kathmandu and continues towards the majestic Himalayas. Twenty-one-year-old Jamuna accompanies her younger sister on what could be their last trip to the mountains.",0.1191,/xHmXnqbicrgr5dCanuiduFFoURi.jpg,2026-02-18,Goodbye Sisters,False,0.0,0
False,,"[27, 35, 99, 9648]",1578024,pt,Você Acredita em Lobisomens?,,0.1702,/35U9mwQQ6Ab5IyS3obxuSboLU5R.jpg,2026-02-26,Você Acredita em Lobisomens?,False,0.0,0
False,/vSr1dEnlzuoww49owJxS65Ct1iL.jpg,"[10751, 28, 18, 35]",1573869,vi,Mùi Phở,A Tet 2026 movie.,0.1217,/qQdnGa3JxDfu1sogBSoEC80SpwV.jpg,2026-02-17,Mùi Phở,False,0.0,0
False,/uimWQlMmUEz7sjZLnJySDocvUSC.jpg,[99],1619820,en,Yo (Love is a Rebellious Bird),"After losing her friend Yo, Anna builds a detailed 1/3-scale version of her friend's house. It is just big enough for Anna to squeeze into, and inside lives a puppet of Yo. When the pair first met, Yo was 73 and Anna 24.",0.1626,/a5SlRteLdxb3C4kZMEhtZU0c0IV.jpg,2026-02-20,Yo (Love is a Rebellious Bird),False,0.0,0
False,,[18],1618337,ru,Первая,"Pasha has never been in love, but he does have a nightclub he inherited. It's in debt. Pasha can't manage it, but he can't sell it either—it's all he has left from his parents. Pasha also has a friend, Lesya, who patiently waits for his feelings to finally thaw. And they thaw when Lesya introduces Pasha to her friend, Alisa. Alisa isn't responsible for those she's tamed. She will be the first to break Pasha's feelings, turning his life into complete madness.",0.0709,/unShE2lVzTCAxLoOOvgxPieXpxE.jpg,2026-02-12,Первая,False,0.0,0
False,/cBH40OOgXg4I2eglSadw2dJOuwu.jpg,[27],1545251,en,It Will Find You,"When Emily moves out of home, she unwittingly reactivates a generational curse that has laid dormant for 25 years. Dismissed as crazy by all those around her, she must reconnect with her ancestry to defeat the vengeful “giniirr” before it takes her life,as payment for her ancestors’ sins. Bringing a new First Nations spin to the horror genre, IT WILL FIND YOU brings a fresh take to a tried-and-true supernatural horror.",0.2195,/3Hn2RAbU9lGdtooayLDpo6iZCQv.jpg,2026-02-19,It Will Find You,False,0.0,0
False,/zaqrcmA9PQhQCQsuODMlYcBQ9iw.jpg,[18],1563772,en,Pavements,"Finlay and Joe are processing the tragic death of their friend, Luke. But when Finlay's unique coping mechanism becomes too problematic to ignore, a long-avoided conflict forces a confrontation that will change everything.",0.5071,/AgCcb0GwbzdMwzraPYcG9oWUl7V.jpg,2026-02-28,Pavements,False,0.0,0
False,/famcZjGXM1TzQLrJNOmdpbwOFkF.jpg,"[10751, 16]",1308068,nl,Dikkie Dik 2: Een nieuwe vriend voor Dikkie Dik,"On a winter's day, Dikkie Dik and Poes Muis discover something new: snow! But there is also a new neighbor: a big, noisy dog called Blaf. Brr, the cats don't like that!",0.137,/eMGYUdVPMDEYQ7C59Er8mGt64ER.jpg,2024-12-18,Tummy Tom 2: A New Friend for Tummy Tom,False,9.0,1
False,,"[27, 35]",1506323,en,Minnie’s Midnight Massacre,"Steamboat Willie’s first mate, Minnie, goes on a killing spree when seeking revenge against the childhood bullies who tortured her as a teenager.",0.2166,/seitksFHp7bkwohPyRVY3T45fjN.jpg,2026-02-24,Minnie’s Midnight Massacre,False,0.0,0
False,,[99],1557606,en,Molly vs.THE MACHINES,"From a teenager’s suburban bedroom to the boardrooms of Silicon Valley, this is a story of a heartbroken father’s quest to uncover the truth behind his daughter's death and his fightback against how the most powerful corporations of the modern age operate.",0.1965,/mArVXHRTKBSz4IfRVR3qKekYwPl.jpg,2026-03-01,Molly vs.THE MACHINES,False,0.0,0
False,/64Yf8ezow5IZclaeNs1Q2WfMiF5.jpg,"[99, 36]",1461751,en,Black Men in Uniform: The Untold Story,"Pata Seca  (1828), a man whose back bore the whip marks of his enslavers , whose eyes held the haunted memory of being forced to breed over 200 slave children in order to sustain his master’s plantation.  Men broken but unbowed, transformed from field hands into soldiers from the civil war to Vietnam.  This documentary weaves together authentic narratives from the 1800s, accompanied by original images and footage, highlighting the significant influence that Black men in uniform had in Hollywood and addressing ongoing relevant issues to date.",0.2186,/1gHnrCxl7NJDgieUIpvBbGIwH2u.jpg,2026-02-25,Black Men in Uniform,False,0.0,0
False,,"[10751, 18]",1623340,id,LOOK IT SIDE,"Steve, A Final Student In The Midst Of His Busy And Busty College Schedule. As Chinese New Year Is Closer, His Longing Is Greater, But Everything Is Hindered By Time And Activities, Which Make Him Unable To Feel The Warmth Of Chinese New Year.",0.1042,/zXV3CQi67ggK5WXCUvg5dZ64zb.jpg,2026-02-17,LOOK IT SIDE,False,0.0,0
False,,[],1629033,en,The Valley where LOAB Lives,"A female character born from code, LOAB leads us through six iconic horror eras from Nosferatu to Get Out: a prompted being, cursed by design. Whoever knows her becomes part of the algorithm; whoever resists will be punished. An AI meta genre essay.",0.1025,,2026-02-19,The Valley where LOAB Lives,False,0.0,0
False,,[27],1604671,id,Taneuh Kalaknat,"A group of horror YouTubers called The Eyes visit Tanah Kalaknat, a cursed place where it's said no one can leave. Despite numerous prohibitions, their curiosity leads them there. Upon arrival, strange things begin to happen, and one by one, The Eyes members begin to experience life-threatening misfortune.",0.0726,/xp6VVrN7aBr0vc9FxoD2s3qVdRy.jpg,2026-02-19,Taneuh Kalaknat,False,0.0,0
False,,[18],1616233,tr,Günyüzü,"Returning to her evacuated village to trace the past, musician Suna tries to get a confession from Bekir, a dementia patient she suspects of murdering her sister. In the process, the unexpected bond she forms with Bekir's rebellious daughter Fidan will both bring Suna closer to her family again and force her to confront the darkness within herself.",0.1487,/xj9qlPIXWswAvcntfjkpfziNfWj.jpg,2026-02-13,Hear the Yellow,False,0.0,0
False,,"[35, 18]",1615779,en,BRB,15-year-old Sam embarks on a road trip with her older sister Dylan to meet the boy she fell for in a chatroom.,0.1922,/h18NdPRl5yiWFcE5eBpDbLAWy68.jpg,2026-02-20,BRB,False,0.0,0
False,/lhGvDOf9a0ram7mgqXuj5HGPHS6.jpg,[18],1618613,en,The Same Frame,"While writing a screenplay for successful film producer Sally Kimmer, twin brothers Austin and Lee learn of their true sibling rivalry. As tensions rise, Sally finds herself having to prove herself worthy to her pushy boss Mr. Williams.",0.1062,/zTa6oV79yaJTyPBHw6GoHb4C619.jpg,2026-02-14,The Same Frame,False,0.0,0
False,,"[16, 36]",1616217,ja,復讐の女神~メディヤ~,,0.4753,/bqylW4zmOCbbFFQRMAd9jXp90a2.jpg,2026-02-16,復讐の女神~メディヤ~,False,0.0,0
False,,[16],1627504,en,WICKED WONDERLAND 5: THE TICK OF TIME,"When Quinni and her friends are pulled into the past, they must witness the heartbreak of Young Red and Young Tiana to realize that some things in time cannot be fixed—only forgiven.",0.1274,,2026-02-20,WICKED WONDERLAND 5: THE TICK OF TIME,False,0.0,0
